RA,Dec,MagV,Identifier,Name,Bayer,HR,HD,IAUboundary
112.27373,-38.81206732,5.395,HIP 36363,-,-,2875,59635,Pup
112.2779953,31.78454925,4.18,HIP 36366,-,ρ Geminorum,2852,58946,Gem
112.307636,-43.30143539,3.25,HIP 36377,-,σ Puppis,2878,59717,Pup
112.3277836,-1.905325412,5.572,HIP 36388,-,-,2865,59311,Mon
112.3351702,28.1182763,5.064,HIP 36393,-,64 Gem,2857,59037,Gem
112.3410961,-14.99866239,6.39,-,-,-,2868,59438A,Pup
112.3421147,-10.32666673,5.706,HIP 36396,-,-,2867,59381,Mon
112.3569208,-7.551236129,5.853,HIP 36399,-,-,2866,59380,Mon
112.4490897,12.00656332,4.531,HIP 36425,-,6 CMi,2864,59294,CMi
112.4531746,27.91612036,5.01,HIP 36429,-,65 Gem,2861,59148,Gem
112.4642179,-23.02429021,4.86,HIP 36431,-,-,2874,59612,Pup
112.4831549,49.6724594,5.357,HIP 36439,-,22 Lyn,2849,58855,Lyn
112.4988442,-52.65115682,5.863,HIP 36444,-,-,2884,60060,Car
112.6288277,-54.39936488,5.941,HIP 36496,-,-,2892,60228,Car
112.6775082,-30.96228054,4.65,HIP 36514,-,-,2881,59890,Pup
112.6977965,-9.776877077,5.82,HIP 36521,-,U Mon,-,59693,Mon
112.7130585,-5.226493363,6.236,HIP 36526,-,-,2876,59669,Mon
112.7194361,68.46564639,5.643,HIP 36528,-,-,2830,58425,Cam
112.7686155,82.41146709,4.96,HIP 36547,-,VZ Cam,2742,55966,Cam
112.7865941,11.20298012,6.36,HIP 36553,-,-,-,59603,CMi
112.9516855,17.08604576,5.442,HIP 36616,-,-,2877,59686,Gem
113.0240122,-8.881326459,5.916,HIP 36640,-,-,2883,59984,Mon
113.0247868,1.914479676,5.233,HIP 36641,-,δ 1 Canis Minoris,2880,59881,CMi
113.0927989,-35.96118818,6.346,HIP 36657,-,-,2895,60312,Pup
113.290733,-24.71073425,5.83,HIP 36721,-,-,2900,60345,Pup
113.2986073,3.290379184,5.571,HIP 36723,-,δ 2 Canis Minoris,2887,60111,CMi
113.3048267,-40.05852156,6.247,HIP 36728,-,V376 Pup,2907,60559,Pup
113.3315192,-19.41252566,5.63,HIP 36732,-,-,2899,60341,Pup
113.342439,-14.33830612,6.21,HIP 36736,-,-,2897,60325,Pup
113.353456,37.18789562,6.39,HIP 36740,-,-,-,59826,Lyn
113.4020119,15.82666451,5.263,HIP 36760,-,68 Gem,2886,60107,Gem
113.4498616,-14.52390399,4.97,HIP 36773,-,KQ Pup,2902,60414,Pup
113.4626731,-36.33839243,5.44,HIP 36778,-,OW Pup,2911,60606,Pup
113.4646508,51.31414385,6.49,HIP 36779,-,-,-,59721,Lyn
113.5132523,-22.29606755,4.39,HIP 36795,-,-,2906,60532,Pup
113.5206817,10.56807519,6.265,HIP 36796,-,-,2893,60275,CMi
113.5534421,-33.46342926,6.095,HIP 36807,-,-,2913,60646,Pup
113.5662192,3.371724321,5.817,HIP 36812,-,δ 3 Canis Minoris,2901,60357,CMi
113.5775694,-23.47366501,5.09,HIP 36817,-,* n Pup,2909,60584,Pup
113.5775736,-23.47366466,5.77,HIP 36817,-,* n Pup A,2909,60584,Pup
113.5802381,-23.47489735,5.795,HIP 36817,-,* n Pup B,2910,60585,Pup
113.6449781,-27.01227517,5.77,HIP 36848,-,-,2916,60666,Pup
113.6494285,31.88827619,1.9,HIP 36850A,-,-,2891,60179,Gem
113.6494716,31.88828222,1.58,HIP 36850,Castor,α Geminorum,2891,60179,Gem
113.6504186,31.88849199,3,HIP 36850B,-,-,2890,60178,Gem
113.664915,-51.47451688,6.28,HIP 36856,-,-,2925,61031,Car
113.7866801,30.96091796,5.347,HIP 36896,-,-,2896,60318,Gem
113.8402374,-74.27495727,6.34,HIP 36914,-,15 G. Vol,2979,62153,Vol
113.8453818,-28.36933479,4.63,HIP 36917,-,-,2922,60863,Pup
113.9155096,-52.53383587,4.92,HIP 36942,-,-,2934,61248,Car
113.9806251,26.8957445,4.06,HIP 36962,-,υ Geminorum,2905,60522,Gem
113.9832254,43.03095836,6.41,HIP 36965,-,CC Lyn,2898,60335,Lyn
114.0066852,-55.88770846,6.399,HIP 36977,-,-,2941,61394,Car
114.0162213,-14.49277192,5.7,HIP 36981,-,V378 Pup,2921,60855,Pup
114.0308829,-22.16050435,6.34,HIP 36986,-,-,2923,60951,Pup
114.0695679,-8.31130169,6.284,HIP 37000,-,-,2920,60853,Mon
114.1318103,46.18028663,5.65,HIP 37023,-,-,2903,60437,Lyn
114.1446076,5.862171937,5.888,HIP 37031,-,-,2918,60803,CMi
114.1709802,-19.70234028,5.699,HIP 37036,-,PT Pup,2928,61068,Pup
114.1830003,-48.83016602,5.68,HIP 37043,-,-,2940,61391,Pup
114.1959794,55.75506255,5.931,HIP 37046,-,-,2894,60294,Lyn
114.3195459,-4.110981631,5.131,HIP 37088,-,25 Mon,2927,61064,Mon
114.3205437,-23.77539776,6.361,HIP 37089,-,-,2933,61227,Pup
114.3241309,40.02537432,6.34,HIP 37091,-,-,2915,60654,Lyn
114.34211,-34.96853762,4.83,HIP 37096,-,NAME * f Pup AB,2937,61330,Pup
114.3421241,-34.9685308,4.53,HIP 37096,-,* f Pup,2937,61330,Pup
114.342167,-34.96844822,6.07,HIP 37096,-,* f Pup C,2937,61330,Pup
114.4375887,-38.01042531,6.362,HIP 37128,-,-,2945,61453,Pup
114.4743699,48.77384326,5.906,HIP 37140,-,-,2914,60652,Lyn
114.5598722,24.36044327,6.37,HIP 37165,-,-,2926,61035,Gem
114.5751911,-25.36480577,4.67,HIP 37173,-,PU Pup,2944,61429,Pup
114.5758685,-48.6014346,5.658,HIP 37174,-,MY Pup,2957,61715,Pup
114.6355773,-38.78148864,6.191,HIP 37202,-,-,2955,61642,Pup
114.636933,35.04854985,5.572,HIP 37204,-,70 Gem,2924,60986,Gem
114.682911,-36.49683282,5.8,HIP 37223,-,-,2954,61641,Pup
114.7057298,-26.80175682,4.5,HIP 37229,-,* k01 Pup,2948,61555,Pup
114.7077947,-26.80384716,4.429,HIP 37229,-,* k02 Pup,2949,61556,Pup
114.7513246,-53.27335682,6.044,HIP 37248,-,V390 Car,2971,61966,Car
114.7913944,34.58430633,4.9,HIP 37265,Jishui,ο Geminorum,2930,61110,Gem
114.8000212,24.22253066,6.18,HIP 37269,-,-,2931,61219,Gem
114.8254979,5.22498756,0.37,HIP 37279,Procyon,α Canis Minoris,2943,61421,CMi
114.8508198,-16.84729035,6.38,HIP 37289,-,-,-,61589,Pup
114.8624197,-26.86311251,6.485,HIP 37293,-,-,2956,61672,Pup
114.863911,-38.30802345,4.84,HIP 37297,-,-,2961,61831,Pup
114.869139,17.67452184,5.05,HIP 37300,-,74 Gem,2938,61338,Gem
114.9325649,-38.1392981,5.77,HIP 37322,-,-,2963,61878,Pup
114.9494788,-38.26065233,5.747,HIP 37329,-,-,2964,61899,Pup
114.9753954,32.00973171,6.165,HIP 37339,-,-,2936,61295,Gem
114.9916296,-37.57942428,5.996,HIP 37345,-,V468 Pup,2968,61925,Pup
115.0291268,5.2311748,6.07,-,-,-,2950,61563,CMi
115.043,-33.54,6.3,-,-,Cl Bochum 15,-,-,Pup
115.0563692,-19.66086011,5.921,HIP 37364,-,-,2960,61774,Pup
115.0612212,38.34454087,5.73,HIP 37369,-,-,2935,61294,Lyn
115.0875837,-11.75254932,6.42,HIP 37375,-,-,-,61750,Pup
115.0967102,-15.26391964,4.951,HIP 37379,-,-,2959,61772,Pup
115.1270431,87.02010502,5.07,HIP 37391,-,OV Cep,2609,51802,Cep
115.1480145,-8.185429859,6.013,HIP 37394,-,-,2958,61749,Mon
115.1966013,13.77125272,6.21,HIP 37404,-,-,2953,61630,Gem
115.2042365,4.071816905,6.5,HIP 37405,-,-,-,61721,CMi
115.2064534,57.08282785,6.076,HIP 37406,-,23 Lyn,2929,61106,Lyn
115.2438274,23.01852863,5.906,HIP 37428,-,-,2951,61603,Gem
115.301662,48.1315327,5.581,HIP 37441,-,-,2939,61363,Lyn
115.3117999,-9.551132713,3.93,HIP 37447,-,α Monocerotis,2970,61935,Mon
115.3158857,-38.53353313,5.393,HIP 37450,-,-,2981,62226,Pup
115.3405155,-44.63216657,6.406,HIP 37461,-,-,2984,62318,Pup
115.3480342,-22.33671821,6.16,HIP 37465,-,-,2976,62082,Pup
115.3964793,3.624779129,5.942,HIP 37478,-,-,2966,61887,CMi
115.455246,-72.60609911,3.944,HIP 37504,-,ζ Volantis,3024,63295,Vol
115.4660263,13.48045606,5.8,HIP 37508,-,-,2965,61885,Gem
115.5134087,14.2085062,5.56,HIP 37521,-,NZ Gem,2967,61913,Gem
115.5425708,-58.63091939,6.389,HIP 37530,-,-,3006,62758,Car
115.6814575,34.00022074,6.06,HIP 37580,-,-,2962,61859,Gem
115.7006349,-26.35132651,5.628,HIP 37590,-,-,2988,62412,Pup
115.7222071,-58.23006617,6.205,HIP 37599,-,-,3012,62897,Car
115.7378983,-45.17311541,5.04,HIP 37606,-,-,2998,62644,Pup
115.7517326,58.71035918,4.947,HIP 37609,-,24 Lyn,2946,61497,Lyn
115.7725756,0.18933284,6.31,HIP 37614,-,-,2982,62264,CMi
115.7725811,0.1893342,6.31,HIP 37614,-,NAME HD 62264AB,2982, 62264AB,CMi
115.79993,-36.05008997,5.585,HIP 37623,-,-,2994,62578,Pup
115.828032,28.88350884,4.29,HIP 37629,-,σ Geminorum,2973,62044,Gem
115.8382927,4.945756727,6.48,HIP 37634,-,-,-,62286,CMi
115.8424122,22.39944361,6.229,HIP 37636,-,-,2978,62141,Gem
115.8849445,-28.41088575,4.59,HIP 37648,-,1 Pup,2993,62576,Pup
115.9247043,-40.93374645,5.17,HIP 37664,-,-,3002,62713,Pup
115.9288168,-38.20187983,6.4,HIP 37666,-,-,3001,62712,Pup
115.9519567,-28.95482621,3.93,HIP 37677,-,3 Pup,2996,62623,Pup
116.0174083,50.43379384,5.36,HIP 37701,-,50 Cam,2969,61931,Lyn
116.0288124,25.78416012,5.289,HIP 37704,-,76 Gem,2983,62285,Gem
116.0318041,2.405422685,6.47,HIP 37705,-,AZ CMi,2989,62437,CMi
116.0403596,-36.0625053,5.784,HIP 37710,-,-,3007,62781,Pup
116.0542212,-69.82161522,6.154,HIP 37720,-,18 G. Vol,3038,63584,Vol
116.0585755,12.86007096,6.4,HIP 37723,-,-,2987,62407,CMi
116.1118492,24.39799647,3.57,HIP 37740,-,κ Geminorum,2985,62345,Gem
116.1423736,-24.67407959,5.6,HIP 37751,-,V390 Pup,3004,62747,Pup
116.1424293,-37.94291958,5.87,HIP 37752,-,-,3011,62893,Pup
116.1827231,-66.07193156,6.382,HIP 37773,-,17 G. Vol,3036,63513,Vol
116.3137339,-37.96858526,3.61,HIP 37819,-,c Pup,3017,63032,Pup
116.3251783,-43.75256594,6.012,HIP 37823,-,-,3020,63118,Pup
116.3289578,28.02619889,1.14,HIP 37826,Pollux,β Geminorum,2990,62509,Gem
116.371397,-14.69053472,5.997,HIP 37843,-,2 Pup A,3010,62864,Pup
116.3955052,-34.17255156,5.362,HIP 37853,-,171 G. Pup,3018,63077,Pup
116.3979868,-56.72256862,6.101,HIP 37854,-,-,3031,63382,Car
116.4869565,-14.5638052,5.026,HIP 37891,-,4 Pup,3015,62952,Pup
116.5091271,-6.77251422,5.496,HIP 37901,-,-,3014,62902,Mon
116.5310351,18.5099981,4.87,HIP 37908,-,81 Gem,3003,62721,Gem
116.5439342,-37.93367765,5.869,HIP 37915,-,V392 Pup,3022,63215,Pup
116.5675051,10.7682517,5.237,HIP 37921,-,11 CMi,3008,62832,CMi
116.6142278,62.83052303,6.458,HIP 37934,-,-,2977,62140,Cam
116.6392196,-37.77256863,6.315,HIP 37939,-,-,-,63291,Pup
116.6636683,37.51739522,5.18,HIP 37946,-,DU Lyn,2999,62647,Lyn
116.6669922,65.45567406,5.925,HIP 37949,-,51 Cam,2975,62066,Cam
116.6863045,-12.67531515,6.386,HIP 37951,-,-,3019,63112,Pup
116.7739856,-39.33099603,6.322,HIP 37982,-,OX Pup,3032,63401,Pup
116.8023095,-22.51950972,5.87,HIP 37995,-,-,3023,63271,Pup
116.8108084,-36.07360053,6.45,HIP 37996,-,-,-,63399,Pup
116.8541357,-38.5111418,5.068,HIP 38010,-,-,3035,63465,Pup
116.8763493,33.41569686,5.14,HIP 38016,-,π Geminorum,3013,62898,Gem
116.8812731,-46.60848992,5.208,HIP 38020,-,-,3037,63578,Pup
116.910526,-15.99068922,6.309,HIP 38031,-,QY Pup,3026,63302,Pup
116.9383638,-16.01448296,6.43,HIP 38037,-,-,3027,63323,Pup
116.9863034,-12.19275683,5.73,HIP 38048,-,* 5 Pup A,3029,63336A,Pup
117.021536,-25.93716961,4.49,HIP 38070,-,ο Puppis,3034,63462,Pup
117.035615,-40.65237924,6.14,HIP 38074,-,T Pup,3041,63640,Pup
117.0812437,-56.47107584,6.38,HIP 38087,-,-,3056,63926,Car
117.081258,-56.471072,6.484,-,-,-,3056,63926,Car
117.0839989,-47.07772423,4.71,HIP 38089,-,Q Pup,3046,63744,Pup
117.1401627,23.14097899,6.21,HIP 38106,-,82 Gem,3021,63208,Gem
117.2569739,-24.91224714,5.313,HIP 38146,-,-,3043,63660,Pup
117.2576527,13.37186953,6.066,HIP 38147,-,-,3030,63352,Gem
117.2780062,-56.41036376,5.57,HIP 38152,-,-,3062,64067,Car
117.3035938,-46.85771875,5.805,HIP 38159,-,QS Pup,3058,63949,Pup
117.3039181,-60.2837136,5.771,HIP 38160,-,-,3070,64185,Car
117.3095733,-46.37319965,4.11,HIP 38164,-,-,3055,63922,Pup
117.3110395,-35.24328625,5.936,HIP 38167,-,V397 Pup,3049,63786,Pup
117.3235565,-24.85978388,3.3,HIP 38170,Azmidi,ξ Puppis,3045,63700,Pup
117.3678343,-44.75115651,6.313,HIP 38183,-,-,3057,63948,Pup
117.3700293,-13.35294971,6.234,HIP 38184,-,-,3042,63655,Pup
117.3846355,12.81425122,6.41,HIP 38196,-,-,-,63475,CMi
117.3975065,-33.28895038,5.585,HIP 38200,-,-,3052,63852,Pup
117.4165656,-14.08535999,6.35,HIP 38206,-,-,-,63696,Pup
117.4198377,-19.50551788,6.48,HIP 38209,-,-,-,63734,Pup
117.4207962,-66.19597347,5.762,HIP 38210,-,19 G. Vol,3081,64484,Vol
117.4216726,-17.22840847,5.162,HIP 38211,-,6 Pup,3044,63697,Pup
117.5236186,-19.52354705,6.091,HIP 38246,-,-,3051,63822,Pup
117.5440685,-9.183441936,5.598,HIP 38253,-,-,3047,63752,Mon
117.5992619,-50.50946704,5.907,HIP 38267,-,-,3071,64225,Pup
117.6771231,-44.57994572,6.457,HIP 38292,-,-,3069,64181,Pup
117.6974802,3.277252157,6.19,HIP 38300,-,-,3050,63799,CMi
117.7129105,4.459515131,6.5,HIP 38303,-,-,-,63798,CMi
117.7225982,0.079556335,6.37,HIP 38306,-,-,-,63838,CMi
117.7301702,-11.12859165,6.158,HIP 38307,-,-,3054,63894,Mon
117.7503316,-24.52855516,6.48,HIP 38316,-,-,3060,64042,Pup
117.759822,33.2336531,6.041,HIP 38319,-,-,3040,63589,Gem
117.7737965,54.12924123,6.02,HIP 38325,-,-,3028,63332,Lyn
117.8139198,37.08208833,6.5,HIP 38349,-,-,-,63588,Lyn
117.8347456,-43.09523363,6.33,HIP 38355,-,-,3074,64287,Pup
117.9181584,-42.88820384,6.032,HIP 38370,-,QU Pup,3078,64365,Pup
117.9203457,-12.81940284,6.361,HIP 38372,-,8 Pup,3063,64077,Pup
117.924953,1.766868461,5.16,HIP 38373,-,ζ Canis Minoris,3059,63975,CMi
117.9292704,-21.1736601,5.607,HIP 38375,-,-,3068,64152,Pup
117.94281,-13.89795157,6.49,HIP 38382,-,* 9 Pup B,3064,64096,Pup
117.9429482,-13.89800983,5.61,HIP 38382,-,* 9 Pup A,3064,64096A,Pup
117.9865519,19.32508495,6.032,HIP 38394,-,-,3053,63889,Gem
118.0161044,45.93298761,6.5,HIP 38403,-,-,-,63630,Lyn
118.0299574,3.277343592,6.39,HIP 38406,-,BC CMi,3061,64052,CMi
118.046,-38.537,5.8,-,-,NGC 2477,-,-,Pup
118.0542994,-40.57578173,3.696,HIP 38414,-,-,3080,64440,Pup
118.0652624,-34.70543992,5.12,HIP 38423,-,* 212 Pup A,3079,64379A,Pup
118.0786621,-14.84617793,5.689,HIP 38427,-,10 Pup,3073,64238,Pup
118.1239235,-54.36716358,5.68,HIP 38438,-,V372 Car,3088,64722,Car
118.1517783,55.209438,6.37,HIP 38449,-,-,3039,63586,Lyn
118.1610287,-38.86281461,4.474,HIP 38455,-,QZ Pup,3084,64503,Pup
118.1994021,-5.428136049,5.765,HIP 38474,-,-,3072,64235,Mon
118.264611,-36.36376821,5.418,HIP 38497,-,-,3085,64572,Pup
118.2651437,-49.61304341,4.63,HIP 38500,-,-,3089,64740,Pup
118.3256562,-48.10293513,4.24,HIP 38518,-,-,3090,64760,Pup
118.3742007,26.76578141,4.963,HIP 38538,-,ϕ Geminorum,3067,64145,Gem
118.5458742,-35.87728564,5.463,HIP 38593,-,-,3091,64802,Pup
118.6219312,47.38597737,6.253,HIP 38623,-,25 Lyn,3065,64106,Lyn
118.666319,-34.8467112,6.12,HIP 38635,-,-,3092,64876,Pup
118.6779093,47.56459331,5.446,HIP 38639,-,26 Lyn,3066,64144,Lyn
118.7221556,-57.30280785,5.613,HIP 38656,-,-,3105,65273,Car
118.7517721,-52.58332875,6.356,HIP 38667,-,-,3100,65189,Car
118.8077046,-30.91764625,6.43,HIP 38686,-,-,3096,64974,Pup
118.8809719,8.862839244,5.8,HIP 38712,-,-,3087,64685,CMi
118.9162269,19.88396701,5.365,HIP 38722,-,85 Gem,3086,64648,Gem
118.9201139,35.41268152,6.221,HIP 38723,-,-,3083,64491,Lyn
119.0777014,-60.52643508,5.717,HIP 38783,-,-,3120,65662,Car
119.0946758,-30.28457072,6.4,HIP 38792,-,PX Pup,3099,65183,Pup
119.0996127,4.485563828,6.162,HIP 38794,-,-,3093,64938,CMi
119.1946671,-52.98234546,3.431,HIP 38827,-,χ Carinae,3117,65575,Car
119.2122781,-59.12576635,6.25,HIP 38834,-,-,3126,65750,Car
119.2147597,-22.88011163,4.184,HIP 38835,-,11 Pup,3102,65228,Pup
119.2408356,-43.50040227,5.346,HIP 38846,-,-,3114,65460,Pup
119.2409545,-42.40647645,6.075,HIP 38845,-,-,3111,65442,Pup
119.2477193,15.7902783,5.78,HIP 38848,-,1 Cnc,3095,64960,Cnc
119.3031569,-63.29683293,6.124,HIP 38863,-,-,3139,65908,Car
119.3161715,8.641217761,6.023,HIP 38868,-,-,3097,65066,CMi
119.3267542,-44.10985983,5.064,HIP 38872,-,N Pup,3116,65551,Pup
119.3335911,-47.89074476,6.215,HIP 38879,-,-,3118,65598,Pup
119.4171094,-30.33457124,4.79,HIP 38901,-,χ Pup,3113,65456,Pup
119.4454762,-60.30307193,5.6,HIP 38908,-,-,3138,65907,Car
119.4654965,-45.57766906,5.123,HIP 38917,-,O Pup,3121,65685,Pup
119.4783692,-40.78435264,6.46,HIP 38925,-,-,-,65638,Pup
119.5245724,7.213527654,6.42,HIP 38945,-,BU CMi,3103,65241,CMi
119.5601607,-49.24491521,4.41,HIP 38957,-,V Pup,3129,65818,Pup
119.5690226,43.97737639,6.36,HIP 38959,-,-,3094,64958,Lyn
119.5892981,-51.44847335,6.432,HIP 38963,-,-,3133,65867,Car
119.6311289,16.51868096,6.002,HIP 38975,-,-,3104,65257,Cnc
119.7106289,-60.82446124,5.81,HIP 38994,-,-,3147,66194,Car
119.7575058,-45.21583945,5.963,HIP 39014,-,-,3137,65904,Pup
119.7738126,-23.31039653,5.11,HIP 39023,-,12 Pup,3123,65699,Pup
119.8012704,-49.97684986,6.25,HIP 39035,-,-,3142,66005,Pup
119.8065047,-49.97377071,6.26,HIP 39038,-,-,3143,66006,Pup
119.8156867,-73.24417097,6.327,HIP 39041,-,20 G. Vol,3171,66920,Vol
119.8682216,-39.29691742,5.224,HIP 39061,-,-,3140,65925,Pup
119.8960645,13.24216635,6.07,HIP 39067,-,-,3115,65522,Cnc
119.9064263,-60.58706218,5.18,HIP 39070,-,-,3153,66342,Car
119.9170289,-60.20735075,6.294,HIP 39073,-,-,3152,66341,Car
119.9339711,-3.67958567,4.934,HIP 39079,-,27 Mon,3122,65695,Mon
119.9640546,36.08207421,6.5,HIP 39094,-,-,-,65392,Lyn
119.9668648,-18.39921691,4.61,HIP 39095,-,-,3131,65810,Pup
120.0489103,73.91791768,5.347,HIP 39117,-,-,3075,64307,Cam
120.0612051,-48.98151152,5.996,HIP 39122,-,-,3148,66210,Pup
120.0831908,-63.56745483,4.806,HIP 39138,-,-,3159,66591,Car
120.1206701,-48.87176524,6.107,HIP 39153,-,PY Pup,3151,66255,Pup
120.1971148,17.30870055,5.588,HIP 39177,-,3 Cnc,3128,65759,Cnc
120.2004286,19.81621501,6.29,HIP 39180,-,-,3125,65735,Cnc
120.203536,17.6477778,4.67,HIP 40167,Tegmine,ζ 2 Cancri,3210,68255,Cnc
120.2080766,-54.15127404,5.846,HIP 39184,-,-,3156,66441,Car
120.2328039,25.39283739,5.853,HIP 39191,-,ω 1 Cancri,3124,65714,Cnc
120.2532562,23.58308232,6.31,HIP 39194,-,-,3127,65757,Cnc
120.2641902,-6.419211513,6.45,HIP 39198,-,-,-,65938,Mon
120.3055623,-1.392606904,4.68,HIP 39211,-,28 Mon,3141,65953,Mon
120.3079095,4.87986726,5.64,HIP 39213,-,-,3136,65900,CMi
120.3365744,59.04740239,5.772,HIP 39221,-,-,3106,65301,Lyn
120.3460104,-54.51552912,6.111,HIP 39225,-,V461 Car,3157,66546,Car
120.3762014,16.45531103,5.99,HIP 39236,-,5 Cnc,3134,65873,Cnc
120.3815314,-55.45465618,6.265,HIP 39238,-,-,3161,66607,Car
120.4063592,-37.28372104,5.893,HIP 39251,-,-,3154,66358,Pup
120.4268349,60.32439079,6.008,HIP 39261,-,53 Cam,3109,65339,Cam
120.4323201,25.0894663,6.297,HIP 39263,-,ω 2 Cancri,3132,65856,Cnc
120.4613731,8.913991435,6.209,HIP 39271,-,-,3144,66011,CMi
120.4799179,35.41306631,6.324,HIP 39279,-,-,3130,65801,Lyn
120.5255589,-37.05004523,6.335,HIP 39299,-,-,3155,66435,Pup
120.5664038,2.334571902,4.38,HIP 39311,-,-,3145,66141,CMi
120.6082062,-6.337136872,6.325,HIP 39326,-,-,3150,66242,Mon
120.628349,63.09033895,6.07,HIP 39340,-,-,3112,65448,Cam
120.6490972,57.27362641,6.49,HIP 39348,-,54 Cam,3119,65626,Lyn
120.6865969,-41.30982529,5.497,HIP 39360,-,V336 Pup,3162,66624,Pup
120.745063,-54.7088194,1.93,HIP 42913,Alsephina,δ Velorum,3485,74956,Vel
120.7673364,-32.46354912,5.808,HIP 39380,-,-,3160,66598,Pup
120.873356,-42.94832844,6.271,HIP 39420,-,-,3166,66812,Pup
120.876614,28.3308208,5.96,HIP 43587,Copernicus,ρ 1 Cancri,3522,75732,Cnc
120.8795821,27.79435081,4.937,HIP 39424,-,χ Geminorum,3149,66216,Gem
120.8960314,-40.0031478,2.25,HIP 39429,Naos,ζ Puppis,3165,66811,Pup
121.0674563,-32.67483043,5.12,HIP 39487,-,MZ Pup,3170,66888,Pup
121.1359975,-25.69973572,6.4,HIP 39514,-,-,-,66885,Pup
121.172574,-19.72815112,6.105,HIP 39524,-,14 Pup,3168,66834,Pup
121.1766651,-50.59039637,5.943,HIP 39527,-,-,3178,67249,Vel
121.1788821,-62.83634534,6.241,HIP 39530,-,V375 Car,3186,67536,Car
121.188766,18.84201969,6.21,HIP 39535,-,-,3158,66552,Cnc
121.1960786,79.47961384,5.387,HIP 39538,-,-,3082,64486,Cam
121.246,-28.122,6.5,-,-,NGC 2527,-,-,Pup
121.2654552,-53.10792097,5.509,HIP 39566,-,-,3180,67364,Car
121.2687043,13.11821651,5.136,HIP 39567,-,8 Cnc,3163,66664,Cnc
121.3345958,-46.97841198,6.159,HIP 39584,-,MX Vel,3179,67341,Vel
121.4043991,27.52973387,6.21,HIP 39607,-,-,3164,66684,Cnc
121.4370194,-33.56943247,6.141,HIP 39617,-,-,3177,67243,Pup
121.4568203,-0.573303503,6.399,HIP 39625,-,-,3172,66950,Mon
121.5766481,22.63548765,5.99,HIP 39659,-,μ 1 Cancri,3169,66875,Cnc
121.614221,-9.244458505,6.226,HIP 39675,-,-,3174,67159,Mon
121.6680806,-45.26601491,5.021,HIP 39690,-,-,3187,67582,Vel
121.6733652,-48.4973889,6.317,HIP 39691,-,-,-,67621,Vel
121.7914547,43.26035927,6.35,HIP 39722,-,28 Lyn,3167,66824,Lyn
121.8166873,-17.36874252,6.5,HIP 39730,-,-,-,67408,Pup
121.8251667,-20.55434315,5.338,HIP 39734,-,-,3183,67456,Pup
121.8860368,-24.30432443,2.81,HIP 39757,Tureis,ρ Puppis,3185,67523,Pup
121.9410677,21.581813,5.3,HIP 39780,-,μ 2 Cancri,3176,67228,Cnc
121.982477,-68.61706464,4.398,HIP 39794,-,ϵ Volantis,3223,68520,Vol
122.1026665,-63.80082083,6.314,HIP 39843,-,-,3217,68423,Car
122.1143789,51.50666499,4.797,HIP 39847,-,27 Lyn,3173,67006,Lyn
122.1485337,-2.983787661,4.33,HIP 39863,-,ζ Monocerotis,3188,67594,Mon
122.156843,-37.68122315,6.339,HIP 39866,-,PQ Pup,3195,67888,Pup
122.176857,13.64091872,6.242,HIP 39874,-,12 Cnc,3184,67483,Cnc
122.1815826,-20.36317158,6.365,HIP 39876,-,-,3190,67751,Pup
122.2368577,-11.33965247,6.305,HIP 39898,-,-,3189,67725,Mon
122.2526538,-61.30237386,4.742,HIP 39903,-,-,3220,68456,Car
122.2568183,-19.24503397,4.393,HIP 39906,-,16 Pup,3192,67797,Pup
122.2896026,-48.68441048,5.654,HIP 39919,-,NN Vel,3203,68161,Vel
122.2924534,-35.45501668,6.209,HIP 39920,-,-,3199,67977,Pup
122.3460528,42.43060941,6.255,HIP 39938,-,-,3181,67370,Lyn
122.3688951,-16.24891827,5.65,HIP 39943,-,-,3194,67880,Pup
122.3721564,-47.3452815,4.173,-,-,* gam01 Vel,3206,68243,Vel
122.3831256,-47.33658633,1.83,HIP 39953,-,γ 2 Velorum,3207,68273,Vel
122.3901055,-56.08535228,5.648,HIP 39957,-,-,3218,68434,Car
122.3965945,29.09307595,6.465,HIP 39958,-,-,-,67542,Cnc
122.3996405,-44.12276742,5.183,HIP 39961,-,-,3204,68217,Vel
122.4298092,-47.93719179,5.217,HIP 39970,-,IS Vel,3213,68324,Vel
122.5157372,58.24824514,5.89,HIP 39995,-,-,3175,67224,Lyn
122.5546106,25.84447953,6.413,HIP 40007,-,ψ1 Cnc,-,67690,Cnc
122.5857018,-49.23735946,6.447,HIP 40016,-,-,-,68478,Vel
122.658,-12.834,6.5,-,-,NGC 2539,-,-,Pup
122.66594,-13.79920609,5.54,HIP 40035,-,18 Pup,3202,68146,Pup
122.7453522,14.62947364,6.207,HIP 40058,-,-,3198,67959,Cnc
122.7570135,-37.2923748,6.44,HIP 40063,-,-,3219,68450,Pup
122.7949575,-48.46199261,5.806,HIP 40077,-,-,3227,68657,Vel
122.8179388,-12.92699869,4.72,HIP 40084,-,19 Pup,3211,68290,Pup
122.8191622,9.821235268,6.072,HIP 40085,-,-,3201,68099,Cnc
122.8253317,54.5402414,6.48,HIP 40086,-,-,-,67539,Lyn
122.839556,-39.61854411,4.42,HIP 40091,-,NS Pup,3225,68553,Pup
122.8578874,-42.98727792,4.75,HIP 40096,-,-,3226,68601,Pup
